treated,age,educ,black,married,nodegree,dwincl,re74,re75,re78,hisp,early_ra,sample
,31,17,0,1,0,,2351.12,2237.903,0,0,,2
,55,11,0,0,1,,14874.75,14902.65,14413.75,0,,2
,54,9,0,1,1,,25862.32,25243.55,25564.67,0,,2
,54,9,0,1,1,,0,0,0,0,,2
,54,9,0,1,1,,22731.41,25243.55,2365.84,0,,2
,54,9,0,1,1,,25862.32,25243.55,25564.67,0,,2
,54,9,0,1,1,,25862.32,23164.98,20995.54,0,,2
,54,9,0,1,1,,22118.16,21057.77,24747.49,0,,2
,54,9,0,1,1,,25862.32,23668.06,25162.73,0,,2
,44,14,0,1,0,,25862.32,25243.55,24318.95,0,,2
,44,14,0,1,0,,24914.04,22769.32,25564.67,0,,2
,44,14,0,1,0,,25862.32,23739.68,25564.67,0,,2
,44,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,48,7,0,1,1,,19578.95,18617.56,22068.37,0,,2
,54,16,0,1,0,,25862.32,25243.55,25564.67,1,,2
,39,17,0,1,0,,19012.72,25243.55,25564.67,0,,2
,54,8,0,1,1,,25862.32,25073.47,25564.67,0,,2
,31,16,0,1,0,,17267.02,25243.55,13617.25,0,,2
,31,16,0,1,0,,17474.7,17849.52,7261.548,0,,2
,31,16,0,1,0,,25466.55,17065.36,19510.42,0,,2
,54,8,0,1,1,,21344.25,9159.29,3330.796,0,,2
,54,8,0,1,1,,20486.09,14136.39,23899.27,0,,2
,54,8,0,1,1,,15981.74,14709.29,15888.52,0,,2
,54,8,0,1,1,,19604.42,13119.48,18382.92,0,,2
,54,8,0,1,1,,12343.38,14233.06,11526.27,0,,2
,54,8,0,1,1,,7198.346,0,6436.977,0,,2
,54,8,0,1,1,,18646.34,17913.97,18244.01,0,,2
,44,13,0,1,0,,10096.1,11023.02,9284.556,0,,2
,44,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,44,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,44,13,0,1,0,,22741.21,21943.98,22411.2,0,,2
,48,6,0,1,1,,22980.24,22541.95,21712.24,0,,2
,44,11,0,1,1,,25862.32,25243.55,25564.67,0,,2
,44,11,0,1,1,,25862.32,25243.55,25564.67,0,,2
,44,11,0,1,1,,22909.71,22345.02,18001.67,0,,2
,39,16,0,1,0,,24292.95,25241.76,0,0,,2
,39,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,16,0,1,0,,25862.32,3423.097,25564.67,0,,2
,39,16,0,1,0,,25862.32,25243.55,5182.387,0,,2
,39,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,16,0,1,0,,25862.32,8169.242,20983.72,0,,2
,39,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,32,7,0,1,1,,22020.2,20379.24,15146.7,0,,2
,52,18,0,0,0,,6269.654,0,0,0,,2
,31,15,0,1,0,,25862.32,25243.55,25564.67,0,,2
,55,9,0,0,1,,21160.08,20452.64,8298.912,0,,2
,51,11,0,1,1,,25862.32,21449.86,25564.67,0,,2
,51,11,0,1,1,,25862.32,25243.55,25564.67,0,,2
,51,11,0,1,1,,17504.09,14073.73,19005.04,0,,2
,51,11,0,1,1,,25862.32,25243.55,25564.67,0,,2
,51,11,0,1,1,,0,0,0,0,,2
,51,11,0,1,1,,22625.61,22932.24,21109.32,0,,2
,44,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,44,12,0,1,0,,25862.32,25241.76,24822.85,0,,2
,44,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,44,12,0,1,0,,14145.91,12312.05,14316.21,0,,2
,44,12,0,1,0,,0,0,0,0,,2
,44,12,0,1,0,,25862.32,25243.55,18854.31,0,,2
,44,12,0,1,0,,23487.69,22561.64,25564.67,0,,2
,44,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,44,12,0,1,0,,2329.568,2499.29,19210.45,0,,2
,44,12,0,1,0,,16685.12,17607.82,25564.67,0,,2
,44,10,0,1,1,,18597.36,25243.55,12675.94,0,,2
,44,10,0,1,1,,24686.76,22746.05,25564.67,0,,2
,44,10,0,1,1,,25862.32,19677.44,25564.67,0,,2
,39,15,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,15,0,1,0,,0,0,0,0,,2
,51,12,0,1,0,,21001.38,3140.226,16015.6,0,,2
,51,10,0,1,1,,0,0,0,0,,2
,31,14,0,1,0,,16606.75,20132.18,23513.59,0,,2
,31,14,0,1,0,,25862.32,25243.55,5172.043,0,,2
,31,14,0,1,0,,24298.83,25243.55,25564.67,0,,2
,31,14,0,1,0,,25862.32,3623.613,0,0,,2
,31,14,0,1,0,,25862.32,25243.55,2760.393,0,,2
,31,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,14,0,1,0,,17437.47,2021.274,0,0,,2
,31,14,0,1,0,,0,0,22199.89,0,,2
,51,10,0,1,1,,24479.08,20223.48,0,0,,2
,51,10,0,1,1,,20633.04,19679.23,19937.49,0,,2
,51,10,0,1,1,,23417.16,16999.11,24109.11,0,,2
,51,10,0,1,1,,0,0,0,0,,2
,51,10,0,1,1,,25860.36,10104.58,25038.6,0,,2
,51,10,0,1,1,,20439.07,18168.19,17803.65,0,,2
,51,10,0,1,1,,25860.36,25243.55,25564.67,0,,2
,33,3,0,1,1,,7311.984,12084.68,19470.53,1,,2
,54,6,0,1,1,,10881.77,10219.16,0,0,,2
,44,9,0,1,1,,10043.2,5365.597,0,0,,2
,39,14,0,1,0,,15282.28,20320.16,25564.67,0,,2
,39,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,14,0,1,0,,25862.32,16615.98,24482.97,0,,2
,39,14,0,1,0,,22948.89,20875.16,21966.41,0,,2
,39,14,0,1,0,,25862.32,22020.97,25564.67,0,,2
,31,13,0,1,0,,25552.76,21440.9,25564.67,0,,2
,52,16,0,0,0,,25862.32,25243.55,24358.85,0,,2
,52,16,0,0,0,,25862.32,25243.55,25564.67,0,,2
,52,16,0,0,0,,25862.32,25243.55,25564.67,0,,2
,52,16,0,0,0,,25862.32,25243.55,25564.67,0,,2
,52,16,0,0,0,,5393.861,7957.984,0,0,,2
,31,13,0,1,0,,23946.16,21020.18,25564.67,0,,2
,31,13,0,1,0,,0,3944.081,0,0,,2
,31,13,0,1,0,,12084.76,17314.21,7836.384,0,,2
,31,13,0,1,0,,25862.32,25243.55,24870.14,0,,2
,31,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,13,0,1,0,,25862.32,24878.32,25564.67,0,,2
,51,9,0,1,1,,21461.81,21100.74,25564.67,0,,2
,51,9,0,1,1,,23252.58,22472.13,21062.04,0,,2
,44,8,0,1,1,,17241.55,15575.81,15402.34,0,,2
,54,12,0,1,0,,23362.3,13457.85,22600.35,1,,2
,44,8,0,1,1,,9496.566,10301.52,2147.137,0,,2
,44,8,0,1,1,,14910.02,17736.73,14359.07,0,,2
,44,8,0,1,1,,3889.145,2094.677,1671.309,0,,2
,44,8,0,1,1,,25862.32,25173.73,25564.67,0,,2
,39,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,13,0,1,0,,22239.64,23838.14,25564.67,0,,2
,39,13,0,1,0,,0,0,8711.198,0,,2
,39,13,0,1,0,,7376.64,6429.048,4102.169,0,,2
,39,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,11,0,1,1,,24935.59,25243.55,18062.25,0,,2
,39,11,0,1,1,,25862.32,25243.55,25564.67,0,,2
,39,11,0,1,1,,17607.93,17068.94,20838.9,0,,2
,39,18,0,1,0,,62.69654,6772.791,15956.49,1,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,22507.94,22607.74,0,,2
,31,12,0,1,0,,19584.83,20014.02,23751.5,0,,2
,31,12,0,1,0,,8953.85,10858.31,15578.19,0,,2
,31,12,0,1,0,,24292.95,24273.19,24796.25,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,0,8457.483,12751.3,0,,2
,31,12,0,1,0,,23317.23,22819.45,25564.67,0,,2
,31,12,0,1,0,,23942.24,8330.371,21220.15,0,,2
,31,12,0,1,0,,24796.48,21865.21,25564.67,0,,2
,31,12,0,1,0,,16083.62,15318,16705.7,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,17664.75,16852.31,25564.67,0,,2
,31,12,0,1,0,,18405.35,18051.82,20144.37,0,,2
,31,12,0,1,0,,25862.32,25243.55,23098.34,0,,2
,31,12,0,1,0,,493.7352,223.7903,0,0,,2
,31,12,0,1,0,,25862.32,25100.32,25564.67,0,,2
,31,12,0,1,0,,4715.955,6749.516,6685.235,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,21256.09,25243.55,25564.67,0,,2
,31,12,0,1,0,,22911.67,21850.89,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,25862.32,24092.37,25564.67,0,,2
,31,12,0,1,0,,23875.63,25243.55,0,0,,2
,31,12,0,1,0,,21497.08,19879.74,25564.67,0,,2
,31,12,0,1,0,,23473.97,7594.548,9729.352,0,,2
,31,12,0,1,0,,16432.37,14659.16,21001.45,0,,2
,31,12,0,1,0,,17647.12,21301.26,25564.67,0,,2
,31,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,31,12,0,1,0,,0,0,0,0,,2
,51,8,0,1,1,,19240,19023.97,19418.8,0,,2
,51,8,0,1,1,,22255.31,24722.56,23742.63,0,,2
,51,8,0,1,1,,23906.97,22375.45,24183,0,,2
,51,8,0,1,1,,5513.377,4771.209,5825.198,0,,2
,51,8,0,1,1,,25862.32,25243.55,25564.67,0,,2
,31,10,0,1,1,,0,0,0,0,,2
,49,12,0,0,0,,25153.07,25243.55,0,0,,2
,49,12,0,0,0,,22114.24,22860.63,24809.55,0,,2
,49,12,0,0,0,,0,0,0,0,,2
,49,12,0,0,0,,19171.43,15960.73,16441.19,0,,2
,44,7,0,1,1,,18401.43,16957.94,22875.21,0,,2
,39,12,0,1,0,,17580.5,17316,18666.64,0,,2
,39,12,0,1,0,,25862.32,25243.55,22470.31,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,25521.41,18451.06,24212.55,0,,2
,39,12,0,1,0,,5217.527,6873.048,4818.866,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,21875.21,22375.45,23306.7,0,,2
,39,12,0,1,0,,19943.38,19095.58,19287.29,0,,2
,39,12,0,1,0,,21504.91,22128.39,25048.94,0,,2
,39,12,0,1,0,,18908.88,15808.55,19381.86,0,,2
,39,12,0,1,0,,25474.39,25243.55,25564.67,0,,2
,39,12,0,1,0,,15113.78,22053.19,22601.83,0,,2
,39,12,0,1,0,,24424.22,21163.4,25564.67,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,0,0,0,0,,2
,39,12,0,1,0,,12862.59,12186.73,7407.843,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,25862.32,24663.48,25564.67,0,,2
,39,12,0,1,0,,18325.02,15951.77,25564.67,0,,2
,39,12,0,1,0,,24349.77,25243.55,23380.59,0,,2
,39,12,0,1,0,,2748.851,10838.61,0,0,,2
,39,12,0,1,0,,25862.32,25243.55,0,0,,2
,39,12,0,1,0,,21734.15,20588.71,25564.67,0,,2
,39,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,39,12,0,1,0,,13597.31,13848.15,18778.95,0,,2
,39,10,0,1,1,,1155.967,830.7097,0,0,,2
,52,14,0,0,0,,0,0,0,0,,2
,52,14,0,0,0,,1547.821,558.5806,0,0,,2
,51,7,0,1,1,,19555.44,10045.5,12008.01,0,,2
,51,7,0,1,1,,12950.75,13282.4,25564.67,0,,2
,51,7,0,1,1,,10356.68,9657,22493.95,0,,2
,51,7,0,1,1,,3136.786,0,25564.67,0,,2
,44,6,0,1,1,,25862.32,15217.74,25564.67,0,,2
,54,8,0,1,1,,25862.32,25243.55,25564.67,1,,2
,44,13,0,1,0,,25029.63,25243.55,25564.67,1,,2
,49,9,0,0,1,,25862.32,25243.55,25564.67,0,,2
,30,16,0,1,0,,5799.43,13140.97,5974.449,0,,2
,30,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,16,0,1,0,,21951.63,20875.16,21387.14,0,,2
,30,16,0,1,0,,25862.32,25243.55,14879.23,0,,2
,30,16,0,1,0,,23452.42,23943.77,23735.24,0,,2
,30,16,0,1,0,,21598.96,21730.94,22864.86,0,,2
,30,16,0,1,0,,10834.75,22330.69,25564.67,0,,2
,39,9,0,1,1,,25862.32,25064.52,25564.67,0,,2
,39,9,0,1,1,,14173.34,5625.193,10661.8,0,,2
,31,8,0,1,1,,0,0,591.0906,0,,2
,20,12,0,1,0,,8851.968,14012.85,19664.11,0,,2
,44,5,0,1,1,,12729.36,12747.1,13368.99,0,,2
,50,10,1,1,1,,18203.55,17810.13,16580.09,0,,2
,44,12,0,1,0,,14239.95,13432.79,5170.565,1,,2
,44,12,0,1,0,,0,0,0,1,,2
,44,12,0,1,0,,23115.43,23055.77,24027.83,1,,2
,30,15,0,1,0,,20405.76,23918.71,24839.11,0,,2
,30,15,0,1,0,,22137.76,20458.02,25564.67,0,,2
,39,8,0,1,1,,13225.05,16148.71,16927.36,0,,2
,52,12,0,0,0,,5458.517,1831.5,629.5115,0,,2
,52,12,0,0,0,,12153.33,868.3065,7144.808,0,,2
,52,12,0,0,0,,12323.79,11905.65,11836.59,0,,2
,52,12,0,0,0,,8213.246,13268.08,25564.67,0,,2
,52,12,0,0,0,,25862.32,25243.55,25564.67,0,,2
,52,12,0,0,0,,24465.37,14865.05,22297.42,0,,2
,52,12,0,0,0,,19330.13,24932.03,25467.14,0,,2
,52,10,0,0,1,,22065.26,19709.66,21224.59,0,,2
,51,12,0,1,0,,25446.96,25243.55,25535.12,1,,2
,51,12,0,1,0,,12037.74,11665.74,0,1,,2
,51,10,0,1,1,,23571.94,12480.34,22210.23,1,,2
,30,14,0,1,0,,23170.29,19045.45,20323.17,0,,2
,30,14,0,1,0,,16500.95,18660.53,15748.13,0,,2
,30,14,0,1,0,,0,0,0,0,,2
,30,14,0,1,0,,3199.483,50.12903,0,0,,2
,30,14,0,1,0,,25862.32,25243.55,0,0,,2
,30,14,0,1,0,,0,0,25564.67,0,,2
,39,7,0,1,1,,15922.96,14242.02,22309.24,0,,2
,39,7,0,1,1,,25862.32,25243.55,25564.67,0,,2
,51,4,0,1,1,,14375.14,16419.05,0,0,,2
,29,18,0,1,0,,19273.31,20909.18,24397.27,0,,2
,29,18,0,1,0,,14281.1,20601.24,25564.67,0,,2
,29,18,0,1,0,,21130.69,25243.55,25564.67,0,,2
,29,18,0,1,0,,21326.62,21299.47,24834.67,0,,2
,29,18,0,1,0,,16113.01,25243.55,25564.67,0,,2
,16,10,0,0,1,,0,0,13535.98,0,,2
,16,10,0,0,1,,1342.098,2155.548,0,0,,2
,16,10,0,0,1,,0,0,4699.17,0,,2
,16,10,0,0,1,,0,0,3514.034,0,,2
,16,10,0,0,1,,0,1077.774,12860.65,0,,2
,54,5,0,1,1,,4768.855,2180.613,2720.495,1,,2
,30,13,0,1,0,,13993.08,13835.61,16813.57,0,,2
,30,13,0,1,0,,23656.19,21636.05,25564.67,0,,2
,30,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,13,0,1,0,,17090.68,15215.95,25564.67,0,,2
,30,13,0,1,0,,10636.86,5700.387,2365.84,0,,2
,39,6,0,1,1,,20288.21,17964.1,18090.33,0,,2
,29,17,0,1,0,,3183.809,3795.484,2964.32,0,,2
,37,12,1,1,0,,0,4305.726,6896.55,0,,2
,16,9,0,0,1,,0,2293.403,5594.673,0,,2
,16,9,0,0,1,,442.7943,2143.016,3670.673,0,,2
,16,9,0,0,1,,0,0,8968.322,0,,2
,30,12,0,1,0,,7347.25,2080.355,14475.81,0,,2
,51,8,0,1,1,,17649.08,13570.65,12915.33,1,,2
,48,2,0,1,1,,19302.7,20662.11,25121.35,1,,2
,30,12,0,1,0,,25862.32,24923.08,25564.67,0,,2
,30,12,0,1,0,,15405.71,10935.29,16538.72,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,25243.55,23875.63,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,3987.048,13544.84,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,25243.55,22454.05,0,,2
,30,12,0,1,0,,8031.035,9042.919,18824.76,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,9584.733,9606.871,25564.67,0,,2
,30,12,0,1,0,,18289.76,22259.08,21144.79,0,,2
,30,12,0,1,0,,18838.35,16839.77,19163.16,0,,2
,30,12,0,1,0,,22819.58,23739.68,25564.67,0,,2
,30,12,0,1,0,,19814.06,22968.05,20478.33,0,,2
,30,12,0,1,0,,0,0,0,0,,2
,30,12,0,1,0,,19116.57,17840.56,19346.4,0,,2
,30,12,0,1,0,,18567.97,17432.37,19912.37,0,,2
,30,12,0,1,0,,25862.32,24004.64,25564.67,0,,2
,30,12,0,1,0,,11630.21,1450.161,9153.038,0,,2
,30,12,0,1,0,,17108.32,21838.36,0,0,,2
,30,12,0,1,0,,24089.19,25243.55,25564.67,0,,2
,30,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,30,12,0,1,0,,17421.8,21732.73,25564.67,0,,2
,30,12,0,1,0,,17931.21,15178.35,16602.26,0,,2
,29,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,16,0,1,0,,25413.65,25243.55,25564.67,0,,2
,29,16,0,1,0,,8524.77,15491.66,25564.67,0,,2
,29,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,16,0,1,0,,19053.87,19382.03,21707.8,0,,2
,16,8,0,0,1,,0,0,11951.85,0,,2
,16,8,0,0,1,,31.34827,21.48387,6868.473,0,,2
,32,2,0,1,1,,2915.389,13212.58,12019.83,1,,2
,29,15,0,1,0,,21440.26,22140.92,25564.67,0,,2
,29,15,0,1,0,,25862.32,25243.55,25564.67,0,,2
,21,12,0,1,0,,8697.186,10765.21,20136.98,0,,2
,39,8,0,1,1,,16152.2,13944.82,13886.2,1,,2
,29,14,0,1,0,,476.1018,458.3226,675.321,0,,2
,29,14,0,1,0,,14187.05,597.9677,0,0,,2
,29,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,18,0,1,0,,1169.682,0,0,0,,2
,38,18,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,18,0,1,0,,25703.62,25243.55,25564.67,0,,2
,30,7,0,1,1,,14743.48,10888.74,4190.833,0,,2
,29,13,0,1,0,,25862.32,24498.77,25564.67,0,,2
,29,13,0,1,0,,0,0,0,0,,2
,29,13,0,1,0,,17133.79,17747.47,25273.56,0,,2
,29,13,0,1,0,,21822.31,23023.55,25564.67,0,,2
,28,16,0,1,0,,11745.8,23327.9,25564.67,0,,2
,28,16,0,1,0,,25862.32,25243.55,15352.1,0,,2
,28,16,0,1,0,,16500.95,0,10267.24,0,,2
,28,16,0,1,0,,2729.259,0,50.2427,0,,2
,28,16,0,1,0,,21710.63,22527.63,25564.67,0,,2
,38,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,17,0,1,0,,15403.76,16424.42,14045.79,0,,2
,38,17,0,1,0,,25862.32,25243.55,25564.67,0,,2
,27,18,0,1,0,,18881.46,16787.86,20333.52,0,,2
,47,18,0,1,0,,0,23197.21,815.7051,0,,2
,29,12,0,1,0,,23223.19,23068.31,23040.71,0,,2
,29,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,12,0,1,0,,12304.2,11995.16,12548.85,0,,2
,29,12,0,1,0,,18248.61,17797.6,14799.43,0,,2
,29,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,12,0,1,0,,14776.79,14240.23,14335.43,0,,2
,29,12,0,1,0,,17423.76,6871.258,22242.74,0,,2
,29,12,0,1,0,,17431.6,18533.42,23155.97,0,,2
,29,12,0,1,0,,14827.73,14209.79,14527.53,0,,2
,29,12,0,1,0,,24404.63,20277.19,0,0,,2
,29,12,0,1,0,,14059.7,12088.26,17939.6,0,,2
,29,12,0,1,0,,0,0,0,0,,2
,29,12,0,1,0,,12860.63,13210.79,8612.19,0,,2
,29,12,0,1,0,,17982.15,17580.97,18598.67,0,,2
,29,12,0,1,0,,13031.08,5281.452,25564.67,0,,2
,29,12,0,1,0,,13914.71,11409.73,17348.51,0,,2
,29,12,0,1,0,,25648.76,19034.71,7059.1,0,,2
,29,12,0,1,0,,19584.83,18422.42,20999.97,0,,2
,29,12,0,1,0,,0,6357.436,4600.163,0,,2
,29,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,29,12,0,1,0,,19108.73,24237.39,25564.67,0,,2
,29,12,0,1,0,,12713.68,15543.58,20773.88,0,,2
,28,15,0,1,0,,25862.32,25243.55,25564.67,0,,2
,28,15,0,1,0,,25862.32,21589.5,24812.51,0,,2
,38,16,0,1,0,,23713.01,9178.983,18814.41,0,,2
,38,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,16,0,1,0,,18266.24,18422.42,24412.04,0,,2
,38,16,0,1,0,,25860.36,25243.55,25564.67,0,,2
,43,18,0,1,0,,25862.32,25243.55,1994.931,0,,2
,43,18,0,1,0,,25862.32,17677.64,917.6682,0,,2
,43,18,0,1,0,,0,0,0,0,,2
,30,12,0,1,0,,13422.94,5850.774,1754.061,1,,2
,22,12,0,1,0,,14835.57,16560.48,19727.65,0,,2
,28,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,42,13,1,1,0,,511.3686,3546.629,11113.98,0,,2
,38,15,0,1,0,,21354.05,20873.37,22225.01,0,,2
,47,16,0,1,0,,25862.32,24581.13,6086.756,0,,2
,27,16,0,1,0,,11912.34,19342.64,25564.67,0,,2
,27,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,27,16,0,1,0,,12359.05,0,44.3318,0,,2
,27,16,0,1,0,,24635.82,25243.55,25564.67,0,,2
,27,16,0,1,0,,8315.128,16105.74,16315.58,0,,2
,47,16,0,1,0,,8875.479,8067.193,13512.33,0,,2
,47,16,0,1,0,,21301.15,20497.4,0,0,,2
,47,16,0,1,0,,14700.38,13327.16,4490.811,0,,2
,47,16,0,1,0,,0,0,25564.67,0,,2
,47,16,0,1,0,,14706.26,20862.63,25564.67,0,,2
,28,13,0,1,0,,22182.82,25243.55,25564.67,0,,2
,28,13,0,1,0,,19490.79,24180.1,25564.67,0,,2
,28,13,0,1,0,,17090.68,20200.21,7200.961,0,,2
,38,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,14,0,1,0,,25762.4,25243.55,25564.67,0,,2
,38,14,0,1,0,,13558.13,11894.9,2803.247,0,,2
,17,11,0,0,1,,1408.713,5387.081,6496.086,0,,2
,17,11,0,0,1,,699.4583,762.6774,10008.64,0,,2
,17,11,0,0,1,,197.8859,4065.823,14676.78,0,,2
,17,11,0,0,1,,1275.483,6165.871,4412.492,0,,2
,17,11,0,0,1,,0,3220.79,11790.78,0,,2
,17,11,0,0,1,,0,3308.516,0,0,,2
,17,11,0,0,1,,0,98.46774,3363.306,0,,2
,17,11,0,0,1,,0,0,2430.86,0,,2
,17,11,0,0,1,,90.12627,3432.048,13444.36,0,,2
,43,16,0,1,0,,25274.54,18574.6,25564.67,0,,2
,43,16,0,1,0,,25862.32,25243.55,25564.67,0,,2
,25,16,0,1,0,,13115.33,18920.13,4047.493,0,,2
,17,10,0,0,1,,0,2724.871,4759.757,0,,2
,17,10,0,0,1,,568.1874,1525.355,6231.573,0,,2
,17,10,0,0,1,,0,0,9365.831,0,,2
,24,15,0,1,0,,25862.32,22547.32,21085.68,0,,2
,17,12,0,0,0,,0,1779.581,16586,0,,2
,28,12,0,1,0,,0,0,6825.619,0,,2
,28,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,28,12,0,1,0,,19312.49,18067.94,19148.38,0,,2
,28,12,0,1,0,,0,0,0,0,,2
,28,12,0,1,0,,19484.91,20076.68,24577.55,0,,2
,28,12,0,1,0,,23117.39,24054.77,11857.28,0,,2
,28,12,0,1,0,,24185.19,22237.6,12689.24,0,,2
,28,12,0,1,0,,20995.5,18882.53,18016.44,0,,2
,28,12,0,1,0,,21457.89,21383.61,24660.3,0,,2
,28,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,28,12,0,1,0,,13166.27,15181.94,14698.95,0,,2
,28,12,0,1,0,,23816.85,25243.55,25564.67,0,,2
,28,12,0,1,0,,25862.32,25243.55,20295.1,0,,2
,28,12,0,1,0,,8219.124,2866.306,2365.84,0,,2
,28,12,0,1,0,,20595.81,21202.79,20442.87,0,,2
,28,12,0,1,0,,22847.01,19638.05,25564.67,0,,2
,28,12,0,1,0,,20868.15,15980.42,21729.97,0,,2
,38,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,13,0,1,0,,13360.24,20164.4,20281.8,0,,2
,38,13,0,1,0,,0,0,0,0,,2
,38,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,13,0,1,0,,20317.6,20900.23,21555.6,0,,2
,38,13,0,1,0,,25862.32,25243.55,25564.67,0,,2
,17,10,0,0,1,,0,0,1384.63,0,,2
,17,10,0,0,1,,0,2705.177,6776.854,0,,2
,17,10,0,0,1,,2654.806,2698.016,4486.378,0,,2
,17,10,0,0,1,,834.6476,1693.645,7772.842,0,,2
,27,14,0,1,0,,6831.963,0,0,0,,2
,27,14,0,1,0,,7353.128,189.7742,314.7558,0,,2
,47,14,0,1,0,,25862.32,25243.55,25564.67,0,,2
,26,15,0,1,0,,25862.32,25243.55,25564.67,0,,2
,26,15,0,1,0,,3667.748,8038.548,0,0,,2
,25,15,0,1,0,,9277.128,9001.742,25564.67,0,,2
,38,12,0,1,0,,15262.69,10383.87,6241.917,0,,2
,23,12,0,1,0,,14655.32,25243.55,0,0,,2
,23,12,0,1,0,,8060.424,6982.258,21565.94,0,,2
,38,12,0,1,0,,0,0,0,0,,2
,38,12,0,1,0,,12366.89,10527.1,0,0,,2
,38,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,12,0,1,0,,25358.79,25243.55,18997.65,0,,2
,38,12,0,1,0,,15484.09,15067.35,24055.91,0,,2
,38,12,0,1,0,,13834.38,15665.32,16395.38,0,,2
,38,12,0,1,0,,25862.32,25243.55,25298.68,0,,2
,38,12,0,1,0,,23039.02,25130.76,25564.67,0,,2
,38,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,12,0,1,0,,25862.32,25243.55,25564.67,0,,2
,38,12,0,1,0,,25862.32,25243.55,19563.62,0,,2
,38,12,0,1,0,,22956.73,24880.11,25564.67,0,,2
,38,12,0,1,0,,22026.08,21775.69,21109.32,0,,2
