treated,age,educ,nodegree,married,black,hisp,moa,re75,re76,re77,re78,re79,re74,afdc75,nchildren75,zero74,zero75,redif,lalonde,psid1,psid2,sample_lalonde,sample_dw,sample_early,sample
0,46,12,0,0,1,0,-13,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,29,9,1,0,1,0,-16,0,2329.244,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,30,13,0,0,1,0,-11,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,33,10,1,0,0,1,-12,0,0,9169.99,10899.32,11189.9,0,1,2,1,1,11189.9,1,0,0,1,1,,1
0,33,11,1,0,1,0,-11,0,0,0,0,5399.031,0,1,4,1,1,5399.031,1,0,0,1,1,,1
0,26,12,0,0,1,0,-16,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,26,12,0,0,1,0,-13,0,0,0,,4130.284,0,1,1,1,1,4130.284,1,0,0,1,1,1,1
1,45,12,0,0,0,0,-12,0,0,9149.342,,8257.792,0,1,2,1,1,8257.792,1,0,0,1,1,,1
1,34,11,1,0,1,0,-12,8524.67,0,8880.181,,2524.832,8524.67,1,1,0,0,-5999.838,1,0,0,1,,,1
0,35,12,0,0,1,0,-16,0,0,6850.42,,,0,1,3,1,1,,0,0,0,1,1,1,1
1,42,12,0,0,1,0,-15,0,2245.882,1470.335,3619.67,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,27,13,0,0,1,0,-19,1476.854,,,,,0,1,3,1,0,,0,0,0,1,1,1,1
0,24,11,1,0,1,0,-15,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,32,7,1,0,1,0,-16,0,0,,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,30,10,1,0,1,0,-16,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,35,12,0,0,1,0,-13,0,597.4654,7840.679,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,30,8,1,0,1,0,-11,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,34,8,1,0,1,0,-19,1218.082,6018.89,0,,,2923.397,1,2,0,0,,0,0,0,1,1,1,1
1,46,11,1,0,1,0,-19,0,5837.717,7328.956,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,28,12,0,0,1,0,-7,650.456,846.9908,,,,650.456,1,4,0,0,,0,0,0,1,,,1
1,26,12,0,0,1,0,-13,0,752.8088,8830.137,,9360.267,0,1,1,1,1,9360.267,1,0,0,1,1,1,1
1,25,12,0,0,1,0,-19,0,,,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,28,10,1,0,1,0,-16,0,0,1002.661,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,40,7,1,0,1,0,-15,0,2699.374,11178.83,13037.96,6916.219,0,1,1,1,1,6916.219,1,0,0,1,1,1,1
1,44,11,1,0,1,0,-9,0,0,85.32029,0,2013.997,0,1,1,1,1,2013.997,1,0,0,1,1,,1
1,42,10,1,0,1,0,-11,0,0,7977.792,1131.423,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,29,12,0,0,0,0,-13,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,33,9,1,0,1,0,-7,0,0,0,0,677.2858,0,1,4,1,1,677.2858,1,0,0,1,1,,1
0,24,10,1,0,1,0,-13,2574,0,,,,2808,1,1,0,0,,0,0,0,1,1,1,1
1,42,3,1,0,0,0,-9,0,0,637.1268,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,38,10,1,0,1,0,-5,0,0,1390.655,8128.793,,0,1,4,1,1,,0,0,0,1,1,,1
0,32,8,1,0,1,0,-16,900.3222,0,0,,0,1350.483,1,2,0,0,-900.3222,1,0,0,1,1,1,1
0,40,9,1,0,1,0,-20,1063.066,210.6967,,,,0,1,3,1,0,,0,0,0,1,1,1,1
1,35,12,0,0,1,0,-15,0,3931.19,8295.903,,6950.163,0,1,2,1,1,6950.163,1,0,0,1,1,1,1
0,33,11,1,0,1,0,-8,0,301.3999,0,2010.967,,0,1,3,1,1,,0,0,0,1,1,,1
1,24,10,1,0,1,0,-14,0,0,9371.813,1007.76,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,25,9,1,0,1,0,-16,2001.857,2417.162,5410.597,,0,3002.785,1,1,0,0,-2001.857,1,0,0,1,1,1,1
0,30,11,1,0,1,0,-5,2709.437,1580.505,792.6808,2330.476,,2709.437,1,1,0,0,,0,0,0,1,,,1
0,33,10,1,0,1,0,-6,1016.039,1735.487,3726.487,2454.41,0,1016.039,1,5,0,0,-1016.039,1,0,0,1,,,1
0,30,5,1,0,0,1,-10,0,0,0,0,1190.907,0,1,3,1,1,1190.907,1,0,0,1,1,,1
0,36,9,1,0,1,0,-14,0,0,0,480.7867,,0,1,2,1,1,,0,0,0,1,1,1,1
0,37,10,1,0,1,0,-7,0,0,1744.373,,,0,1,4,1,1,,0,0,0,1,1,,1
1,40,9,1,0,1,0,-13,3253.338,890.127,3958.767,0,0,3549.096,1,3,0,0,-3253.338,1,0,0,1,1,1,1
1,28,10,1,1,1,0,-20,409.1515,253.7018,0,,1543.519,1227.454,1,3,0,0,1134.367,1,0,0,1,1,1,1
0,26,11,1,0,0,1,-5,0,0,1623.688,8377.851,8464.236,0,1,1,1,1,8464.236,1,0,0,1,1,,1
0,38,9,1,0,1,0,-8,0,0,0,0,2339.655,0,1,4,1,1,2339.655,1,0,0,1,1,,1
0,40,8,1,0,1,0,-13,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,24,9,1,0,1,0,-11,775.2238,64.60198,895.3687,0,0,775.2238,1,1,0,0,-775.2238,1,0,0,1,,,1
0,36,12,0,0,1,0,-19,1373.716,0,0,,4477.113,3296.917,1,1,0,0,3103.397,1,0,0,1,1,1,1
0,50,8,1,0,1,0,-15,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,27,11,1,0,1,0,-15,0,2591.383,10618.79,,15637.99,0,1,1,1,1,15637.99,1,0,0,1,1,1,1
0,25,11,1,0,1,0,-17,0,,,,8185.544,0,1,1,1,1,8185.544,1,0,0,1,1,1,1
1,43,10,1,0,0,0,-21,6512.028,8171.81,10534.06,,11175.58,1732.037,1,1,0,0,4663.547,1,0,0,1,1,1,1
1,40,10,1,0,1,0,-7,4537.485,1890.619,5032.607,8152.33,10166.92,4537.485,1,4,0,0,5629.436,1,0,0,1,,,1
1,22,10,1,0,1,0,-17,3767.53,2881.151,4259.187,,2295.289,3039.709,1,1,0,0,-1472.241,1,0,0,1,1,1,1
0,31,12,0,0,1,0,-7,2117.438,1717.031,1191.182,7897.378,8532.999,2117.438,1,2,0,0,6415.562,1,0,0,1,,,1
1,41,10,1,0,0,0,-14,2431.377,2191.584,,,7506.234,2448.073,1,3,0,0,5074.857,1,0,0,1,1,1,1
1,29,12,0,0,1,0,-5,0,0,3402.059,9913.863,8656.17,0,1,1,1,1,8656.17,1,0,0,1,1,,1
1,40,11,1,0,1,0,-5,0,0,2970.858,,11010.34,0,1,5,1,1,11010.34,1,0,0,1,1,,1
0,28,7,1,0,1,0,-19,403.9596,200.0792,0,,0,0,1,2,1,0,-403.9596,1,0,0,1,1,1,1
0,46,11,1,0,1,0,-17,5004.441,4957.118,4670.968,,6496.908,5199.538,1,3,0,0,1492.466,1,0,0,1,1,1,1
1,41,10,1,0,1,0,-8,0,0,5512.503,3382.885,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,21,10,1,0,1,0,-13,0,651.9576,8506.855,10464.79,10028.54,0,1,1,1,1,10028.54,1,0,0,1,1,1,1
0,45,7,1,0,1,0,-17,0,1804.187,3867.106,,5560.227,0,1,1,1,1,5560.227,1,0,0,1,1,1,1
1,33,14,0,0,1,0,-15,0,3023.297,11281.1,0,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,33,11,1,0,1,0,-17,0,2883.513,8163.047,,8620.365,0,1,3,1,1,8620.365,1,0,0,1,1,1,1
0,30,9,1,0,1,0,-14,523.097,0,0,0,0,627.7164,1,2,0,0,-523.097,1,0,0,1,1,1,1
1,39,12,0,0,1,0,-14,0,1720.706,8850.939,11396.82,11411.85,0,1,3,1,1,11411.85,1,0,0,1,1,1,1
0,26,12,0,0,1,0,-5,0,619.2073,,,2293.591,0,1,1,1,1,2293.591,1,0,0,1,1,,1
1,25,7,1,0,1,0,-9,0,0,3101.161,,,0,1,2,1,1,,0,0,0,1,1,,1
1,29,12,0,0,1,0,-7,0,0,0,0,,0,1,1,1,1,,0,0,0,1,1,,1
0,30,8,1,0,1,0,-6,0,0,1552.442,0,0,0,1,5,1,1,0,1,0,0,1,1,,1
0,33,12,0,0,1,0,-5,3928.684,2291.732,0,0,0,3928.684,1,2,0,0,-3928.684,1,0,0,1,,,1
1,26,11,1,0,1,0,-20,1029.61,6165.569,3621.59,,0,981.8278,1,2,0,0,-1029.61,1,0,0,1,1,1,1
1,33,11,1,0,1,0,-11,0,0,8500.58,1181.471,0,0,1,5,1,1,0,1,0,0,1,1,,1
1,51,0,1,0,0,1,-17,1605.177,,,,,2751.732,1,1,0,0,,0,0,0,1,1,1,1
0,40,12,0,0,1,0,-18,0,0,709.9473,,1180.785,0,1,1,1,1,1180.785,1,0,0,1,1,1,1
1,35,10,1,1,0,1,-5,0,0,648.2642,0,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,34,8,1,0,0,1,-5,0,0,,,,0,1,2,1,1,,0,0,0,1,1,,1
1,43,5,1,0,1,0,-13,0,723.9727,9605.874,1113.79,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,30,11,1,0,1,0,-12,9149.103,8028.4,10174.61,,,9149.103,1,5,0,0,,0,0,0,1,,,1
0,34,11,1,0,1,0,-6,5028.992,2514.496,3563.308,501.1914,0,5028.992,1,2,0,0,-5028.992,1,0,0,1,,,1
1,38,10,1,0,1,0,-7,0,0,5474.037,7841.986,,0,1,6,1,1,,0,0,0,1,1,,1
1,34,8,1,0,1,0,-14,0,0,0,0,8110.816,0,1,2,1,1,8110.816,1,0,0,1,1,1,1
0,31,10,1,0,1,0,-11,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
1,20,11,1,0,1,0,-16,954.9204,3325.038,,,,0,1,1,1,0,,0,0,0,1,1,1,1
0,34,7,1,0,1,0,-10,0,0,0,0,1809.364,0,1,4,1,1,1809.364,1,0,0,1,1,,1
1,24,11,1,0,1,0,-19,0,,,,763.2239,0,1,1,1,1,763.2239,1,0,0,1,1,1,1
0,47,8,1,0,1,0,-17,0,2254.505,7345.684,,11524.53,0,1,2,1,1,11524.53,1,0,0,1,1,1,1
0,29,11,1,0,1,0,-5,0,0,0,1348.98,11423.23,0,1,1,1,1,11423.23,1,0,0,1,1,,1
0,28,12,0,0,1,0,-13,572.022,0,0,,13066.46,624.024,1,1,0,0,12494.44,1,0,0,1,1,1,1
0,34,8,1,0,0,1,-6,0,800.5437,7453.313,11932.04,12587.67,0,1,4,1,1,12587.67,1,0,0,1,1,,1
1,37,12,0,0,0,1,-15,0,2145.246,6549.874,6949.546,10374.41,0,1,2,1,1,10374.41,1,0,0,1,1,1,1
0,42,11,1,1,1,0,-14,0,1415.659,3618.826,0,,0,1,1,1,1,,0,0,0,1,1,1,1
0,28,10,1,0,1,0,-12,0,0,0,4548.879,7469.574,0,1,4,1,1,7469.574,1,0,0,1,1,,1
0,32,10,1,0,1,0,-7,0,0,0,403.8733,0,0,1,4,1,1,0,1,0,0,1,1,,1
0,33,11,1,0,1,0,-12,0,0,0,,8523.923,0,1,1,1,1,8523.923,1,0,0,1,1,,1
1,37,10,1,0,1,0,-7,0,0,6179.337,11626.91,10425.33,0,1,1,1,1,10425.33,1,0,0,1,1,,1
1,36,7,1,0,0,1,-13,0,545.9376,5861.423,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,38,10,1,0,1,0,-9,0,0,6514.49,9889.867,10236.03,0,1,3,1,1,10236.03,1,0,0,1,1,,1
1,28,10,1,0,1,0,-11,0,0,8932.832,2078.282,,0,1,3,1,1,,0,0,0,1,1,,1
1,32,12,0,0,1,0,-9,0,0,7196.608,10817.04,,0,1,2,1,1,,0,0,0,1,1,,1
1,38,9,1,0,0,1,-11,4562.904,4472.704,9530.396,15475.98,9035.228,4562.904,1,3,0,0,4472.323,1,0,0,1,,,1
1,49,11,1,0,1,0,-10,7828.681,3213.417,6177.247,1113.79,,7828.681,1,5,0,0,,0,0,0,1,,,1
0,28,11,1,0,1,0,-5,4945.808,3858.165,3529.755,5149.77,12449.29,4945.808,1,5,0,0,7503.482,1,0,0,1,,,1
1,44,8,1,0,1,0,-10,0,0,7107.575,2779.321,4621.895,0,1,2,1,1,4621.895,1,0,0,1,1,,1
1,32,10,1,0,1,0,-10,0,0,2091.351,0,,0,1,5,1,1,,0,0,0,1,1,,1
1,26,12,0,0,1,0,-7,0,0,5898.937,4481.051,1678.069,0,1,1,1,1,1678.069,1,0,0,1,1,,1
0,53,13,0,1,1,0,-7,0,0,124.7465,3580.097,4309.188,0,1,1,1,1,4309.188,1,0,0,1,1,,1
1,26,13,0,0,1,0,-5,3934.151,4322.146,2311.248,0,0,3934.151,1,2,0,0,-3934.151,1,0,0,1,,,1
0,39,10,1,0,1,0,-13,0,0,359.0233,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,27,11,1,0,1,0,-7,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,32,7,1,0,1,0,-11,0,857.5629,4431.397,11368.71,11120.29,0,1,1,1,1,11120.29,1,0,0,1,1,,1
1,36,12,0,0,0,1,-13,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,31,10,1,0,1,0,-15,3552.397,2159.469,8503.239,2031.988,0,4736.529,1,3,0,0,-3552.397,1,0,0,1,1,1,1
0,30,10,1,0,1,0,-14,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1
0,39,11,1,0,1,0,-14,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,33,9,1,0,1,0,-16,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,26,8,1,0,1,0,-16,0,2971.064,6033.077,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,28,12,0,0,1,0,-19,1933.03,3224.472,9890.239,,8381.722,3897.788,1,1,0,0,6448.692,1,0,0,1,1,1,1
0,45,11,1,0,1,0,-15,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,1,1
0,43,11,1,0,1,0,-11,0,0,,,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,46,10,1,0,1,0,-11,0,0,806.208,4666.144,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,30,10,1,0,1,0,-15,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,44,3,1,0,0,1,-18,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,24,9,1,0,1,0,-11,675.0364,56.25303,,,,675.0364,1,2,0,0,,0,0,0,1,,,1
0,27,13,0,0,1,0,-15,0,546.0959,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,29,9,1,0,1,0,-5,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,,1
1,50,12,0,1,0,0,-16,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,31,12,0,0,0,1,-11,0,0,10576.52,19696.01,,0,1,2,1,1,,0,0,0,1,1,,1
0,41,11,1,0,1,0,-19,683.7937,0,,,,0,1,4,1,0,,0,0,0,1,1,1,1
1,48,9,1,0,1,0,-11,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,30,11,1,0,0,1,-11,0,0,6280.866,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,28,7,1,1,1,0,-16,2864.144,3910.119,7262.468,,8687.824,3614.561,1,3,0,0,5823.68,1,0,0,1,1,1,1
1,25,10,1,0,1,0,-16,0,3454.815,7092.575,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,28,12,0,0,1,0,-11,0,2056.247,,11432.05,6485.979,0,1,1,1,1,6485.979,1,0,0,1,1,,1
0,25,12,0,0,1,0,-11,4628.485,2796.966,5390.346,14776.06,,4628.485,1,1,0,0,,0,0,0,1,,,1
0,37,7,1,0,1,0,-18,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,32,8,1,0,1,0,-17,2504.702,3826.085,10739.83,,5203.348,1791.882,1,3,0,0,2698.645,1,0,0,1,1,1,1
0,37,11,1,0,1,0,-19,4621.328,5841.443,,,2389.138,2988.386,1,3,0,0,-2232.189,1,0,0,1,1,1,1
1,38,10,1,0,1,0,-16,1062.294,3703.159,3879.467,,0,548.2007,1,1,0,0,-1062.294,1,0,0,1,1,1,1
0,28,9,1,0,1,0,-14,3530.769,996.0687,7449.531,6543.763,0,4236.923,1,3,0,0,-3530.769,1,0,0,1,1,1,1
1,26,12,0,0,0,0,-15,532.8513,2591.383,,,,710.4684,1,1,0,0,,0,0,0,1,1,1,1
1,40,10,1,0,0,1,-8,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
0,51,11,1,0,1,0,-8,5346.659,1782.22,,,,5346.659,1,3,0,0,,0,0,0,1,,,1
0,28,9,1,0,1,0,-7,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,28,10,1,0,1,0,-15,0,0,,,3793.588,0,1,1,1,1,3793.588,1,0,0,1,1,1,1
1,24,11,1,0,1,0,-7,0,0,4564.862,8919.244,11204.36,0,1,1,1,1,11204.36,1,0,0,1,1,,1
0,30,11,1,0,1,0,-22,0,118.6792,237.3584,,1591.152,0,1,3,1,1,1591.152,1,0,0,1,1,1,1
0,27,10,1,0,1,0,-7,4628.164,4733.339,478.0222,1676.526,7680.075,4628.164,1,2,0,0,3051.911,1,0,0,1,,,1
1,26,7,1,0,1,0,-8,4377.6,3111.425,5132.72,,0,4377.6,1,3,0,0,-4377.6,1,0,0,1,,,1
0,41,11,1,0,1,0,-20,0,0,0,,239.7289,0,1,3,1,1,239.7289,1,0,0,1,1,1,1
1,35,12,0,0,1,0,-20,2945.71,,,,,8837.129,1,4,0,0,,0,0,0,1,1,1,1
1,38,10,1,0,1,0,-13,0,752.8088,7998.347,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,51,4,1,1,0,1,-14,0,,,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,31,14,0,0,0,1,-7,0,436.4983,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,24,12,0,0,0,1,-12,0,0,8575.823,11021.91,10425.33,0,1,1,1,1,10425.33,1,0,0,1,1,,1
1,30,11,1,0,1,0,-5,0,0,3072.486,,,0,1,1,1,1,,0,0,0,1,1,,1
1,26,11,1,0,1,0,-14,0,1720.379,11729.91,11707.54,9046.733,0,1,3,1,1,9046.733,1,0,0,1,1,1,1
1,33,9,1,0,0,1,-14,0,1199.711,953.2956,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,32,14,0,0,1,0,-20,0,7209.87,7993.648,,10842.34,0,1,2,1,1,10842.34,1,0,0,1,1,1,1
1,43,12,0,0,1,0,-8,0,0,5472.7,10730.58,,0,1,1,1,1,,0,0,0,1,1,,1
0,26,9,1,1,0,1,-9,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,33,11,1,0,1,0,-7,6840,5682.707,5726.618,4074.865,0,6840,1,3,0,0,-6840,1,0,0,1,,,1
0,43,8,1,0,0,1,-5,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,35,10,1,0,0,1,-11,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,37,9,1,0,1,0,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,28,12,0,0,1,0,-7,0,0,6736.459,,2659.904,0,1,1,1,1,2659.904,1,0,0,1,1,,1
0,35,12,0,0,1,0,-16,0,1030.303,4745.673,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,30,12,0,0,1,0,-21,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,27,12,0,0,1,0,-11,5291.772,440.981,,2471.275,6941.479,5291.772,1,3,0,0,1649.706,1,0,0,1,,,1
0,32,12,0,0,1,0,-13,0,35.85355,280.2585,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,43,11,1,0,0,0,-16,2422.909,73.13081,0,,383.7718,2979.027,1,1,0,0,-2039.137,1,0,0,1,1,1,1
1,45,10,1,0,1,0,-21,0,8792.753,14181.77,,13760.05,0,1,1,1,1,13760.05,1,0,0,1,1,1,1
0,30,10,1,0,1,0,-13,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,1,1
1,31,12,0,0,1,0,-21,0,8136.48,9010.453,,11815.42,0,1,2,1,1,11815.42,1,0,0,1,1,1,1
0,44,11,1,0,0,0,-11,7158.59,596.5491,,,,7158.59,1,2,0,0,,0,0,0,1,,,1
1,25,7,1,0,1,0,-12,0,0,7005.314,,6212.484,0,1,1,1,1,6212.484,1,0,0,1,1,,1
1,25,13,0,0,1,0,-10,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
0,32,11,1,0,0,1,-9,0,0,,,,0,1,4,1,1,,0,0,0,1,1,,1
1,36,8,1,0,1,0,-11,0,0,7982.911,2913.213,,0,1,3,1,1,,0,0,0,1,1,,1
0,32,12,0,0,1,0,-9,0,0,4132.234,10401.79,10872.81,0,1,2,1,1,10872.81,1,0,0,1,1,,1
1,39,10,1,0,1,0,-9,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,34,10,1,0,0,0,-9,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,38,8,1,0,0,1,-11,0,0,703.99,0,,0,1,6,1,1,,0,0,0,1,1,,1
0,42,15,0,0,1,0,-12,0,0,2012.538,15333.77,8339.568,0,1,1,1,1,8339.568,1,0,0,1,1,,1
1,44,10,1,0,1,0,-8,0,0,5438.544,2999.786,2460.883,0,1,4,1,1,2460.883,1,0,0,1,1,,1
1,46,10,1,0,1,0,-16,1901.555,3992.776,11483.88,,13681.6,1525.151,1,1,0,0,11780.04,1,0,0,1,1,1,1
0,40,12,0,0,1,0,-10,2417.703,402.9505,3241.371,9298.961,3353.806,2417.703,1,3,0,0,936.1028,1,0,0,1,,,1
1,32,11,1,0,0,1,-11,0,0,7486.385,1057.445,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,31,11,1,0,1,0,-10,4720.206,786.701,0,0,0,4720.206,1,3,0,0,-4720.206,1,0,0,1,,,1
1,37,10,1,0,1,0,-6,0,0,1825.41,0,0,0,1,6,1,1,0,1,0,0,1,1,,1
0,30,14,0,0,1,0,-8,0,0,6190.211,,11757.72,0,1,2,1,1,11757.72,1,0,0,1,1,,1
1,27,10,1,0,1,0,-7,0,0,4810.927,4282.203,,0,1,2,1,1,,0,0,0,1,1,,1
0,31,12,0,0,1,0,-7,0,0,753.9062,0,,0,1,3,1,1,,0,0,0,1,1,,1
1,44,9,1,0,1,0,-15,1874.41,2381.182,8956.322,8822.462,8616.978,1894.656,1,3,0,0,6742.567,1,0,0,1,1,1,1
0,23,10,1,0,1,0,-11,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,27,11,1,0,0,0,-13,0,0,0,4294.432,236.0997,0,1,4,1,1,236.0997,1,0,0,1,1,1,1
1,28,10,1,0,1,0,-12,0,0,5744.072,,,0,1,3,1,1,,0,0,0,1,1,,1
0,40,11,1,0,1,0,-8,0,0,,,,0,1,4,1,1,,0,0,0,1,1,,1
1,20,12,0,0,1,0,-5,0,331.692,782.2059,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,28,11,1,0,1,0,-7,0,5234.103,4640.541,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,34,11,1,1,1,0,-15,0,0,84.40582,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,45,10,1,0,0,1,-10,0,242.2919,,,,0,1,2,1,1,,0,0,0,1,1,,1
0,32,11,1,0,1,0,-5,12139.88,8474.834,161.3162,492.7827,4633.849,12139.88,1,5,0,0,-7506.032,1,0,0,1,,,1
0,34,0,1,0,0,1,-21,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,31,11,1,0,1,0,-17,0,0,0,,7195.858,0,1,2,1,1,7195.858,1,0,0,1,1,1,1
1,39,11,1,0,1,0,-16,0,3454.815,7092.575,,0,0,1,5,1,1,0,1,0,0,1,1,1,1
0,25,11,1,0,1,0,-8,0,127.1045,5238.267,7976.39,2703.563,0,1,1,1,1,2703.563,1,0,0,1,1,,1
0,22,9,1,0,0,0,-10,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,35,11,1,0,1,0,-11,0,0,9226.783,1321.647,8732.149,0,1,3,1,1,8732.149,1,0,0,1,1,,1
1,55,9,1,0,1,0,-17,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,39,11,1,0,1,0,-10,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,21,10,1,0,1,0,-7,2268.638,1671.496,6425.83,,10651.01,2268.638,1,1,0,0,8382.368,1,0,0,1,,,1
0,28,12,0,0,1,0,-8,0,0,1377.164,8492.072,8739.443,0,1,1,1,1,8739.443,1,0,0,1,1,,1
1,25,8,1,0,1,0,-13,0,541.1884,6903.595,15726.97,28620.49,0,1,1,1,1,28620.49,1,0,0,1,1,1,1
0,27,9,1,0,1,0,-14,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,30,9,1,0,1,0,-11,2036.117,169.6764,9236.729,11202.13,11411.85,2036.117,1,1,0,0,9375.732,1,0,0,1,,,1
1,26,10,1,0,1,0,-9,0,0,4835.002,2681.05,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,50,10,1,0,1,0,-13,4465.958,663.4033,708.368,,0,4707.765,1,1,0,0,-4465.958,1,0,0,1,1,1,1
1,35,12,0,0,1,0,-16,5435.472,2058.586,,,3647.982,5076.136,1,1,0,0,-1787.489,1,0,0,1,1,1,1
0,32,12,0,1,1,0,-13,0,,,,12572.58,0,1,2,1,1,12572.58,1,0,0,1,1,1,1
1,36,11,1,0,1,0,-12,0,0,4016.308,,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,34,12,0,0,0,1,-13,0,,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,41,5,1,0,0,1,-13,1985.143,0,0,,0,2165.611,1,3,0,0,-1985.143,1,0,0,1,1,1,1
0,32,13,0,0,1,0,-21,804.7212,613.7346,0,,,1979.634,1,1,0,0,,0,0,0,1,1,1,1
1,33,10,1,0,1,0,-9,1151.358,287.8395,6016.11,11547.68,12518.4,1151.358,1,3,0,0,11367.04,1,0,0,1,,,1
1,27,12,0,0,1,0,-11,7405.534,617.1278,7182.128,15981.98,9697.22,7405.534,1,1,0,0,2291.686,1,0,0,1,,,1
1,42,12,0,0,1,0,-6,0,0,2725.163,10405.68,10374.41,0,1,3,1,1,10374.41,1,0,0,1,1,,1
0,34,12,0,0,0,1,-11,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,36,10,1,0,1,0,-17,58.27846,0,0,,0,99.90593,1,2,0,0,-58.27846,1,0,0,1,1,1,1
1,44,12,0,0,1,0,-13,8271.197,824.4993,8791.529,,4877.657,9023.125,1,1,0,0,-3393.541,1,0,0,1,1,1,1
0,30,10,1,0,0,0,-15,0,0,0,0,,0,1,4,1,1,,0,0,0,1,1,1,1
1,38,11,1,0,1,0,-13,0,752.8088,9104.127,,10673.58,0,1,1,1,1,10673.58,1,0,0,1,1,1,1
0,38,9,1,0,0,1,-9,0,0,0,0,,0,1,4,1,1,,0,0,0,1,1,,1
